schema:identifier,schema:latitude,schema:longitude,ksj:NOO,ksj:NPL,ksj:AS3,ksj:DSO,ksj:PAN,ksj:PMP,ksj:CSB,ksj:TPE,ksj:CSU,ksj:DEM,ksj:DEC,ksj:DEE,ksj:DSH,ksj:STS,ksj:FUT,ksj:DBP,ksj:DPS,ksj:DAC,ksj:NWS,ksj:GRP,ksj:TWG,ksj:MGP,ksj:MUW,ksj:MER,ksj:UPP,ksj:LOP,ksj:CWW,ksj:TWW,ksj:NWW,ksj:HPC
fc12_8,31.4191399727594,130.122794406299,九州電力株式会社,野間岬ウィンドパーク発電所,鹿児島県南さつま市笠沙町片浦,2003-03,8,0.3,,,,,,,,,,,,,,,,,,,,,,,,
fc12_9,31.4191399727594,130.122794406299,九州電力株式会社,野間岬ウィンドパーク発電所,鹿児島県南さつま市笠沙町片浦,2003-03,9,0.3,,,,,,,,,,,,,,,,,,,,,,,,
fc12_10,31.4191399727594,130.122794406299,九州電力株式会社,野間岬ウィンドパーク発電所,鹿児島県南さつま市笠沙町片浦,2003-03,10,0.3,,,,,,,,,,,,,,,,,,,,,,,,
fc12_11,31.829434828307,129.917277914874,九州電力株式会社,甑島風力発電所,鹿児島県薩摩川内市里町大字里字山神,2003-03,1,0.25,,,,,,,,,,,,,,,,,,,,,,,,
fc12_12,33.2672932911336,134.178994201122,四国電力株式会社,室戸風力発電所,高知県室戸市室戸岬町字城山7036-16,2003-03,1,0.3,,,,,,,,,,,,,,,,,,,,,,,,
fc12_13,34.7964368855294,139.043822708005,東京電力株式会社,東伊豆風力発電所,静岡県賀茂郡東伊豆町,2009-03,1,1.1,,,,,,,,,,,,,,,,,,,,,,,,
fc12_14,34.6329800373325,138.110903659235,中部電力株式会社,風力発電所,静岡県御前崎市,2009-02,1,0.8,,,,,,,,,,,,,,,,,,,,,,,,
fc12_15,34.6329800373325,138.110903659235,中部電力株式会社,風力発電所,静岡県御前崎市,2010-06,1,1.6,,,,,,,,,,,,,,,,,,,,,,,,
fc12_16,33.0748985018887,139.812341829323,東京電力株式会社,八丈島風力発電所,東京都八丈町中之郷2872,2000-03,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,
fc13_1,33.9015084884841,132.729074226585,四国電力株式会社,松山太陽光発電所,愛媛県松山市勝岡町1163,2003-03,1,0.3,,,,,,,,,,,,,,,,,,,,,,,,
