schema:identifier,schema:latitude,schema:longitude,ksj:NOO,ksj:NPL,ksj:AS3,ksj:DSO,ksj:PAN,ksj:PMP,ksj:CSB,ksj:TPE,ksj:CSU,ksj:DEM,ksj:DEC,ksj:DEE,ksj:DSH,ksj:STS,ksj:FUT,ksj:DBP,ksj:DPS,ksj:DAC,ksj:NWS,ksj:GRP,ksj:TWG,ksj:MGP,ksj:MUW,ksj:MER,ksj:UPP,ksj:LOP,ksj:CWW,ksj:TWW,ksj:NWW,ksj:HPC
fc04_340,35.2145568324658,139.717152452786,東京電力株式会社,横須賀火力発電所,神奈川県横須賀市久里浜9-2-1,1964-05,3,350,専混焼,8,原油,,1076,100,,,,,,,,,,,,,,,,,,
fc04_341,35.2145568324658,139.717152452786,東京電力株式会社,横須賀火力発電所,神奈川県横須賀市久里浜9-2-1,1964-07,4,350,専混焼,8,原油,,1076,100,,,,,,,,,,,,,,,,,,
fc04_342,35.2145568324658,139.717152452786,東京電力株式会社,横須賀火力発電所,神奈川県横須賀市久里浜9-2-1,1966-07,5,350,専混焼,8,原油,,1076,100,,,,,,,,,,,,,,,,,,
fc04_343,35.2145568324658,139.717152452786,東京電力株式会社,横須賀火力発電所,神奈川県横須賀市久里浜9-2-1,1967-01,6,350,専混焼,8,原油,,0,0,,,,,,,,,,,,,,,,,,
fc04_344,35.2145568324658,139.717152452786,東京電力株式会社,横須賀火力発電所,神奈川県横須賀市久里浜9-2-1,1969-09,7,350,専混焼,8,原油,,0,0,,,,,,,,,,,,,,,,,,
fc04_345,35.2145568324658,139.717152452786,東京電力株式会社,横須賀火力発電所,神奈川県横須賀市久里浜9-2-1,1970-01,8,350,専混焼,8,原油,,980,100,,,,,,,,,,,,,,,,,,
fc04_346,38.316632590868,141.072764695503,東北電力株式会社,仙台火力発電所,宮城県宮城郡七ヶ浜町代ケ崎浜字前島1,2010-07,4,446,専焼,4,LNG,,0,0,,,,,,,,,,,,,,,,,,
fc04_347,38.2770958596049,141.03910935113,東北電力株式会社,新仙台火力発電所,宮城県仙台市宮城野区港5丁目2番1号,2013-07,3,800,専焼,4,LNG,,0,0,,,,,,,,,,,,,,,,,,
fc04_348,39.2705335505418,141.868359916497,新日本製鐵株式会社,釜石火力発電所,岩手県釜石市鈴子町23番15号,2000-07,1,136,専焼,3,石炭,,0,0,,,,,,,,,,,,,,,,,,
fc04_349,40.5557854547961,141.491847680745,株式会社大平洋エネルギーセンター,北沼発電所,青森県八戸市大字河原木字北沼1－1,2000-07,1,44,専焼,8,原油,,0,0,,,,,,,,,,,,,,,,,,
fc04_350,38.2770958596049,141.03910935113,東北電力株式会社,新仙台火力発電所,宮城県仙台市宮城野区港5丁目2番1号,1973-06,2,600,専混焼,5,原油,,0,0,1996-05,,,,,,,,,,,,,,,,,
fc04_351,38.2770958596049,141.03910935113,東北電力株式会社,新仙台火力発電所,宮城県仙台市宮城野区港5丁目2番1号,1971-08,1,350,専焼,8,重油,,0,0,,,,,,,,,,,,,,,,,,
fc04_352,41.583466370891,140.425104663177,北海道電力株式会社,知内火力発電所,北海道上磯郡知内町字元町28-13,1998-09,2,350,専混焼,8,瀝青質混合物,湿式,1141,100,,,,,,,,,,,,,,,,,,
fc04_353,42.1745060091573,139.506315300881,三菱電機株式会社,奥尻発電所,北海道奥尻郡奥尻町字奥尻,2004-11,内燃力,1.25,専焼,8,重油,,0,0,,,,,,,,,,,,,,,,,,
fc04_354,45.3718913917848,141.058571329148,三菱電機株式会社,礼文発電所,北海道礼文郡礼文町大字香深村,2004-07,内燃力,1.25,専焼,8,重油,,0,0,,,,,,,,,,,,,,,,,,
fc04_355,41.583466370891,140.425104663177,北海道電力株式会社,知内火力発電所,北海道上磯郡知内町字元町28-13,1983-12,1,350,専焼,8,重油,,0,0,,,,,,,,,,,,,,,,,,
fc04_356,42.3438082967804,140.991066102064,新日本製鐵株式会社,室蘭製鉄所中央発電所,北海道室蘭市仲町,2001-10,1,100,混焼,3,重油,,0,0,,,,,,,,,,,,,,,,,,
fc04_357,42.3636776005099,140.949997251178,新日本石油精製株式会社,室蘭発電所,北海道室蘭市陣屋町一丁目172番地,2004-10,5,50,専焼,8,残渣油,,0,0,,,,,,,,,,,,,,,,,,
fc04_358,42.638849872253,141.659602761232,北海道パワーエンジニアリング株式会社,苫小牧共同発電所,北海道苫小牧市真砂町,1974-04,3,250,専焼,8,重油,,0,0,,,,,,,,,,,,,,,,,,
fc04_359,42.6366656562615,141.653237376158,出光興産株式会社,北海道製油所苫小牧発電所,北海道苫小牧市真砂町25番地1,2005-08,1,15,混焼,8,LNG,,0,0,,,,,,,,,,,,,,,,,,
fc04_360,42.8962495830468,143.942367980856,北海道電力株式会社,音別GT発電所,北海道釧路市音別町若草,1978-05,1,74,専焼,8,軽油,,0,0,,,,,,,,,,,,,,,,,,
fc04_361,42.8962495830468,143.942367980856,北海道電力株式会社,音別GT発電所,北海道釧路市音別町若草,1978-05,2,74,専焼,8,軽油,,0,0,,,,,,,,,,,,,,,,,,
fc04_362,43.0094139798745,144.358358118873,株式会社日本製紙,釧路工場発電所,北海道釧路市鳥取南2-1,2004-10,1,80,専焼,3,石炭,,0,0,,,,,,,,,,,,,,,,,,
fc04_363,26.2774527436083,127.813969915519,沖縄電力株式会社,吉の浦火力発電所,沖縄県中頭郡中城村字泊509番地の2,2010-11,1,251,専焼,4,LNG,,0,0,,,,,,,,,,,,,,,,,,
fc04_364,26.2774527436083,127.813969915519,沖縄電力株式会社,吉の浦火力発電所,沖縄県中頭郡中城村字泊509番地の2,2011-05,2,251,専焼,4,LNG,,0,0,,,,,,,,,,,,,,,,,,
fc04_365,26.2774527436083,127.813969915519,沖縄電力株式会社,吉の浦火力発電所,沖縄県中頭郡中城村字泊509番地の2,2016,3,251,専焼,4,LNG,,0,0,,,,,,,,,,,,,,,,,,
fc04_366,26.2694865474058,127.719559451709,沖縄電力株式会社,牧港GT発電所,沖縄県浦添市牧港,1977-05,1,60,専焼,8,灯油,,0,0,,,,,,,,,,,,,,,,,,
fc04_367,26.2694865474058,127.719559451709,沖縄電力株式会社,牧港GT発電所,沖縄県浦添市牧港,1990-05,2,103,専焼,8,灯油,,0,0,,,,,,,,,,,,,,,,,,
fc04_368,26.4328611307135,127.814736941906,沖縄電力株式会社,石川GT発電所,沖縄県うるま市石川,1992-05,1,103,専焼,8,灯油,,0,0,,,,,,,,,,,,,,,,,,
fc04_369,26.4462096635178,127.921075109085,沖縄電力株式会社,金武火力発電所,沖縄県国頭郡金武町字金武,2002-02,1,220,専焼,3,石炭,湿式,720,100,,,,,,,,,,,,,,,,,,
fc04_370,26.4462096635178,127.921075109085,沖縄電力株式会社,金武火力発電所,沖縄県国頭郡金武町字金武,2003-05,2,220,専焼,3,石炭,湿式,720,100,,,,,,,,,,,,,,,,,,
fc04_371,24.3370730112882,124.191195524739,沖縄電力株式会社,石垣GT発電所,沖縄県石垣市字真栄里,2000-06,1,5,専焼,8,重油,,0,0,,,,,,,,,,,,,,,,,,
fc04_372,24.3370730112882,124.191195524739,沖縄電力株式会社,石垣GT発電所,沖縄県石垣市字真栄里,2000-07,2,5,専焼,8,重油,,0,0,,,,,,,,,,,,,,,,,,
fc04_373,24.8116279179547,125.288508492426,沖縄電力株式会社,宮古GT発電所,沖縄県宮古島市平良字荷川取,2003-06,1,5,専焼,8,重油,,0,0,,,,,,,,,,,,,,,,,,
fc04_374,24.8116279179547,125.288508492426,沖縄電力株式会社,宮古GT発電所,沖縄県宮古島市平良字荷川取,2003-06,2,5,専焼,8,重油,,0,0,,,,,,,,,,,,,,,,,,
fc04_375,24.8116279179547,125.288508492426,沖縄電力株式会社,宮古GT発電所,沖縄県宮古島市平良字荷川取,2003-06,3,5,専焼,8,重油,,0,0,,,,,,,,,,,,,,,,,,
fc04_376,34.7870037970369,134.625573979401,新日本製鐵株式会社,広畑火力発電所,兵庫県姫路市広畑区富士町1番地,1999-04,1,133,専焼,3,石炭,,0,0,,,,,,,,,,,,,,,,,,
fc05_1,31.1914718474829,130.615333239019,九州電力株式会社,山川地熱発電所,鹿児島県指宿市山川小川2303番地,1995-03,1,30,,,,,,,,九州電力株式会社,,,,,,,,,,,,,,,,
fc05_2,31.9265278766343,130.797111200557,九州電力株式会社,大霧地熱発電所,鹿児島県霧島市牧園町万膳字銀湯1468-10,1996-03,1,30,,,,,,,,日鉄鹿児島地熱株式会社,,,,,,,,,,,,,,,,
fc05_3,33.1056669226703,131.188389143234,九州電力株式会社,八丁原地熱発電所,大分県玖珠郡九重町大字湯坪字八丁原601番地,1977-06,1,55,,,,,,,,九州電力株式会社,,,,,,,,,,,,,,,,
fc05_4,33.1056669226703,131.188389143234,九州電力株式会社,八丁原地熱発電所,大分県玖珠郡九重町大字湯坪字八丁原601番地,1990-06,2,55,,,,,,,,九州電力株式会社,,,,,,,,,,,,,,,,
fc05_5,33.1236939228972,131.190472142812,九州電力株式会社,大岳地熱発電所,大分県玖珠郡九重町大字湯坪,1967-08,1,12.5,,,,,,,,九州電力株式会社,,,,,,,,,,,,,,,,
fc05_6,33.224805929543,131.266500135263,九州電力株式会社,滝上地熱発電所,大分県玖珠郡九重町大字野上寺床2862-12,1996-11,1,25,,,,,,,,出光大分地熱株式会社,,,,,,,,,,,,,,,,
fc05_7,37.4200559995325,139.688693997457,東北電力株式会社,柳津西山地熱発電所,福島県河沼郡柳津町大字黒沢,1995-05,1,65,,,,,,,,奥会津地熱株式会社,,,,,,,,,,,,,,,,
fc05_8,38.8099439979406,140.708749988626,電源開発株式会社,鬼首地熱発電所,宮城県大崎市鳴子温泉字末沢西16-10,1975-03,1,12.5,,,,,,,,電源開発株式会社,,,,,,,,,,,,,,,,
fc05_9,39.8289719974846,140.865666987054,東北電力株式会社,葛根田地熱発電所,岩手県岩手郡雫石町西根,1978-05,1,50,,,,,,,,東北水力地熱株式会社,,,,,,,,,,,,,,,,
fc05_10,39.8289719974846,140.865666987054,東北電力株式会社,葛根田地熱発電所,岩手県岩手郡雫石町西根,1996-03,2,30,,,,,,,,東北水力地熱株式会社,,,,,,,,,,,,,,,,
fc05_11,39.871916997256,140.920221986235,東北水力地熱株式会社,松川地熱発電所,岩手県八幡平市松尾寄木,1966-10,1,23.5,,,,,,,,東北水力地熱株式会社,,,,,,,,,,,,,,,,
fc05_12,39.9881109977874,140.793527988244,東北電力株式会社,澄川地熱発電所,秋田県鹿角市八幡平,1995-03,1,50,,,,,,,,三菱マテリアル株式会社,,,,,,,,,,,,,,,,
fc05_13,42.1332499989078,140.455138993347,北海道電力株式会社,森地熱発電所,北海道茅部郡森町字濁川,1982-11,1,50,,,,,,,,北海道電力株式会社,,,,,,,,,,,,,,,,
fc05_14,33.0752824349657,139.812960110984,東京電力株式会社,八丈島地熱発電所,東京都八丈町中之郷2872,1999-03,1,3.3,,,,,,,,東京電力株式会社,,,,,,,,,,,,,,,,
fc05_15,39.0019598468631,140.604202213023,東北電力株式会社,上の岱地熱発電所,秋田県湯沢市高松字高松沢,1994-03,1,28.8,,,,,,,,秋田地熱エネルギー株式会社,,,,,,,,,,,,,,,,
fc06_1,33.7899896228085,132.035215357038,中国電力株式会社,上関原子力発電所,山口県熊毛郡上関町大字長島,2014,1,137.3,,,,,,,,,4,,,,,,,,,,,,,,,
fc06_2,33.7899896228085,132.035215357038,中国電力株式会社,上関原子力発電所,山口県熊毛郡上関町大字長島,2017,2,137.3,,,,,,,,,4,,,,,,,,,,,,,,,
fc06_3,36.465194,140.605139,日本原子力発電株式会社,東海第二原子力発電所,茨城県那珂郡東海村白方1-1,1978-11-28,1,110,,,,,,,,,2,1972-01,1972-12-23,1973-04,,,,,,,,,,,,
fc06_4,37.0605865780424,136.72682837137,北陸電力株式会社,志賀原子力発電所,石川県羽咋郡志賀町赤住1,1993-07-30,1,54,,,,,,,,,2,1986-12,1988-08-22,1988-11,,,,,,,,,,,,
fc06_5,37.0605865780424,136.72682837137,北陸電力株式会社,志賀原子力発電所,石川県羽咋郡志賀町赤住1,2006-03-15,2,135.8,,,,,,,,,4,1997-03,1999-04-14,1999-08,,,,,,,,,,,,
fc06_6,31.8344167742659,130.190194358379,九州電力株式会社,川内原子力発電所,鹿児島県薩摩川内市久見崎町字片平山1765番地3,1984-07-04,1,89,,,,,,,,,3,1976-03,1977-12-17,1978-11,,,,,,,,,,,,
fc06_7,31.8344167742659,130.190194358379,九州電力株式会社,川内原子力発電所,鹿児島県薩摩川内市久見崎町字片平山1765番地3,1985-11-28,2,89,,,,,,,,,3,1978-07,1980-12-22,1981-03,,,,,,,,,,,,
fc06_8,33.5158886978081,129.837250387298,九州電力株式会社,玄海原子力発電所,佐賀県東松浦郡玄海町今村,1975-10-15,1,55.9,,,,,,,,,3,1970-06,1970-12-10,1971-03,,,,,,,,,,,,
fc06_9,33.5158886978081,129.837250387298,九州電力株式会社,玄海原子力発電所,佐賀県東松浦郡玄海町今村,1981-03-30,2,55.9,,,,,,,,,3,1974-08,1976-01-23,1976-05,,,,,,,,,,,,
fc06_10,33.5158886978081,129.837250387298,九州電力株式会社,玄海原子力発電所,佐賀県東松浦郡玄海町今村,1994-03-18,3,118,,,,,,,,,3,1982-10,1984-10-12,1985-03,,,,,,,,,,,,
fc06_11,33.5158886978081,129.837250387298,九州電力株式会社,玄海原子力発電所,佐賀県東松浦郡玄海町今村,1997-07-25,4,118,,,,,,,,,3,1982-10,1984-10-12,1985-03,,,,,,,,,,,,
fc06_12,33.4726109814319,132.308417071137,四国電力株式会社,伊方原子力発電所,愛媛県西宇和郡伊方町,1977-09-30,1,56.6,,,,,,,,,3,1972-03,1972-11-29,1973-04,,,,,,,,,,,,
fc06_13,33.4726109814319,132.308417071137,四国電力株式会社,伊方原子力発電所,愛媛県西宇和郡伊方町,1982-03-19,2,56.6,,,,,,,,,3,1975-03,1977-03-30,1977-12,,,,,,,,,,,,
fc06_14,33.4726109814319,132.308417071137,四国電力株式会社,伊方原子力発電所,愛媛県西宇和郡伊方町,1994-12-15,3,89,,,,,,,,,3,1983-04,1986-05-26,1986-08,,,,,,,,,,,,
fc06_15,34.6244169996943,138.142027999972,中部電力株式会社,浜岡原子力発電所,静岡県御前崎市佐倉5561,1976-03-17,1,54,,,,,,,,,2,1969-05,1970-12-10,1971-02,,,,,,,,,,,,
fc06_16,34.6244169996943,138.142027999972,中部電力株式会社,浜岡原子力発電所,静岡県御前崎市佐倉5561,1978-11-29,2,84,,,,,,,,,2,1972-03,1973-06-09,1973-09,,,,,,,,,,,,
fc06_17,34.6244169996943,138.142027999972,中部電力株式会社,浜岡原子力発電所,静岡県御前崎市佐倉5561,1987-08-28,3,110,,,,,,,,,2,1978-11,1981-11-16,1982-06,,,,,,,,,,,,
fc06_18,34.6244169996943,138.142027999972,中部電力株式会社,浜岡原子力発電所,静岡県御前崎市佐倉5561,1993-09-03,4,113.7,,,,,,,,,2,1986-11,1988-08-10,1988-10,,,,,,,,,,,,
fc06_19,35.5387779937557,132.999750032995,中国電力株式会社,島根原子力発電所,島根県松江市鹿島町,1974-03-29,1,46,,,,,,,,,2,1969-07,1969-11-13,1970-02,,,,,,,,,,,,
fc06_20,35.5387779937557,132.999750032995,中国電力株式会社,島根原子力発電所,島根県松江市鹿島町,1989-02-10,2,82,,,,,,,,,2,1981-04,1983-09-22,1984-02,,,,,,,,,,,,
fc06_21,35.5224439997018,135.506917000369,関西電力株式会社,高浜原子力発電所,福井県大飯郡高浜町田ノ浦1,1974-11-14,1,82.6,,,,,,,,,3,1969-07,1969-12-12,1970-04,,,,,,,,,,,,
fc06_22,35.5224439997018,135.506917000369,関西電力株式会社,高浜原子力発電所,福井県大飯郡高浜町田ノ浦1,1975-11-14,2,82.6,,,,,,,,,3,1970-06,1970-11-25,1971-02,,,,,,,,,,,,
fc06_23,35.5224439997018,135.506917000369,関西電力株式会社,高浜原子力発電所,福井県大飯郡高浜町田ノ浦1,1985-01-17,3,87,,,,,,,,,3,1978-03,1980-08-04,1980-11,,,,,,,,,,,,
fc06_24,35.5224439997018,135.506917000369,関西電力株式会社,高浜原子力発電所,福井県大飯郡高浜町田ノ浦1,1985-06-05,4,87,,,,,,,,,3,1978-03,1980-08-04,1980-11,,,,,,,,,,,,
fc06_25,35.5402779997094,135.654167000227,関西電力株式会社,大飯原子力発電所,福井県大飯郡おおい町大島1字吉見1-1,1979-03-27,1,117.5,,,,,,,,,3,1970-11,1972-07-04,1972-10,,,,,,,,,,,,
fc06_26,35.5402779997094,135.654167000227,関西電力株式会社,大飯原子力発電所,福井県大飯郡おおい町大島1字吉見1-1,1979-12-05,2,117.5,,,,,,,,,3,1970-11,1972-07-04,1972-11,,,,,,,,,,,,
fc06_27,35.5402779997094,135.654167000227,関西電力株式会社,大飯原子力発電所,福井県大飯郡おおい町大島1字吉見1-1,1991-12-18,3,118,,,,,,,,,3,1985-02,1987-02-10,1987-03,,,,,,,,,,,,
fc06_28,35.5402779997094,135.654167000227,関西電力株式会社,大飯原子力発電所,福井県大飯郡おおい町大島1字吉見1-1,1993-02-02,4,118,,,,,,,,,3,1985-02,1987-02-10,1987-03,,,,,,,,,,,,
fc06_29,35.7037219997198,135.963806000066,関西電力株式会社,美浜原子力発電所,福井県三方郡美浜町丹生66号川坂山5番地3,1970-11-28,1,34,,,,,,,,,3,1966-04,1966-12-01,1967-08,,,,,,,,,,,,
fc06_30,35.7037219997198,135.963806000066,関西電力株式会社,美浜原子力発電所,福井県三方郡美浜町丹生66号川坂山5番地3,1972-07-25,2,50,,,,,,,,,3,1968-01,1968-05-10,1968-12,,,,,,,,,,,,
fc06_31,35.7037219997198,135.963806000066,関西電力株式会社,美浜原子力発電所,福井県三方郡美浜町丹生66号川坂山5番地3,1976-12-01,3,82.6,,,,,,,,,3,1971-07,1972-03-13,1972-07,,,,,,,,,,,,
fc06_32,35.7524999997215,136.018167000051,日本原子力発電株式会社,敦賀原子力発電所,福井県敦賀市神明町,1970-03-14,1,35.7,,,,,,,,,2,1965-06,1966-04-22,1967-02,,,,,,,,,,,,
fc06_33,35.7524999997215,136.018167000051,日本原子力発電株式会社,敦賀原子力発電所,福井県敦賀市神明町,1987-02-17,2,116,,,,,,,,,3,1979-01,1982-01-26,1982-03,,,,,,,,,,,,
fc06_34,37.3166939962767,141.023443981843,東京電力株式会社,福島第二原子力発電所,福島県双葉郡楢葉町大字波倉字小浜作12,1982-04-20,1,110,,,,,,,,,2,1972-07,1974-04-30,1975-08,,,,,,,,,,,,
fc06_35,37.3166939962767,141.023443981843,東京電力株式会社,福島第二原子力発電所,福島県双葉郡楢葉町大字波倉字小浜作12,1984-02-03,2,110,,,,,,,,,2,1975-03,1978-06-26,1979-01,,,,,,,,,,,,
fc06_36,37.3166939962767,141.023443981843,東京電力株式会社,福島第二原子力発電所,福島県双葉郡楢葉町大字波倉字小浜作12,1985-06-21,3,110,,,,,,,,,2,1977-03,1980-08-04,1980-11,,,,,,,,,,,,
fc06_37,37.3166939962767,141.023443981843,東京電力株式会社,福島第二原子力発電所,福島県双葉郡楢葉町大字波倉字小浜作12,1987-08-25,4,110,,,,,,,,,2,1978-07,1980-08-04,1980-11,,,,,,,,,,,,
fc06_38,37.4273609997543,138.594221999841,東京電力株式会社,柏崎刈羽原子力発電所,新潟県柏崎市青山町16-46,1985-09-18,1,110,,,,,,,,,2,1974-08,1977-09-01,1978-11,,,,,,,,,,,,
fc06_39,37.4273609997543,138.594221999841,東京電力株式会社,柏崎刈羽原子力発電所,新潟県柏崎市青山町16-46,1990-09-28,2,110,,,,,,,,,2,1981-04,1983-05-06,1983-08,,,,,,,,,,,,
fc06_40,37.4273609997543,138.594221999841,東京電力株式会社,柏崎刈羽原子力発電所,新潟県柏崎市青山町16-46,1993-08-11,3,110,,,,,,,,,2,1985-04,1987-04-09,1987-06,,,,,,,,,,,,
fc06_41,37.4273609997543,138.594221999841,東京電力株式会社,柏崎刈羽原子力発電所,新潟県柏崎市青山町16-46,1994-08-11,4,110,,,,,,,,,2,1985-04,1987-04-09,1987-06,,,,,,,,,,,,
fc06_42,37.4273609997543,138.594221999841,東京電力株式会社,柏崎刈羽原子力発電所,新潟県柏崎市青山町16-46,1990-04-10,5,110,,,,,,,,,2,1981-04,1983-05-06,1983-08,,,,,,,,,,,,
fc06_43,37.4273609997543,138.594221999841,東京電力株式会社,柏崎刈羽原子力発電所,新潟県柏崎市青山町16-46,1996-11-07,6,135.6,,,,,,,,,4,1988-04,1991-05-15,1991-08,,,,,,,,,,,,
fc06_44,37.4273609997543,138.594221999841,東京電力株式会社,柏崎刈羽原子力発電所,新潟県柏崎市青山町16-46,1997-07-02,7,135.6,,,,,,,,,4,1988-04,1991-05-15,1991-08,,,,,,,,,,,,
fc06_45,37.427332996266,141.028888981854,東京電力株式会社,福島第一原子力発電所,福島県双葉郡大熊町大字夫沢字北原22,1971-03-26,1,46,,,,,,,,,2,1966-04,1966-12-01,1967-09,,,,,,,,,,,,
fc06_46,37.427332996266,141.028888981854,東京電力株式会社,福島第一原子力発電所,福島県双葉郡大熊町大字夫沢字北原22,1974-07-18,2,78.4,,,,,,,,,2,1968-01,1968-03-29,1969-05,,,,,,,,,,,,
fc06_47,37.427332996266,141.028888981854,東京電力株式会社,福島第一原子力発電所,福島県双葉郡大熊町大字夫沢字北原22,1976-03-27,3,78.4,,,,,,,,,2,1969-07,1970-01-23,1970-10,,,,,,,,,,,,
fc06_48,37.427332996266,141.028888981854,東京電力株式会社,福島第一原子力発電所,福島県双葉郡大熊町大字夫沢字北原22,1978-10-12,4,78.4,,,,,,,,,2,1971-07,1972-01-13,1972-05,,,,,,,,,,,,
fc06_49,37.427332996266,141.028888981854,東京電力株式会社,福島第一原子力発電所,福島県双葉郡大熊町大字夫沢字北原22,1978-04-18,5,78.4,,,,,,,,,2,1971-03,1971-09-23,1971-12,,,,,,,,,,,,
fc06_50,37.427332996266,141.028888981854,東京電力株式会社,福島第一原子力発電所,福島県双葉郡大熊町大字夫沢字北原22,1979-10-24,6,110,,,,,,,,,2,1972-01,1972-12-12,1973-03,,,,,,,,,,,,
fc06_51,38.3998059926261,141.502638972098,東北電力株式会社,女川原子力発電所,宮城県牡鹿郡女川町浜塚,1984-06-01,1,52.4,,,,,,,,,2,1970-06,1970-12-10,1971-05,,,,,,,,,,,,
fc06_52,38.3998059926261,141.502638972098,東北電力株式会社,女川原子力発電所,宮城県牡鹿郡女川町浜塚,1995-07-28,2,82.5,,,,,,,,,2,1987-04,1989-02-28,1989-06,,,,,,,,,,,,
fc06_53,38.3998059926261,141.502638972098,東北電力株式会社,女川原子力発電所,宮城県牡鹿郡女川町浜塚,2002-01-30,3,82.5,,,,,,,,,2,1994-03,1996-04-12,1996-09,,,,,,,,,,,,
fc06_54,43.037499998864,140.51155599321,北海道電力株式会社,泊原子力発電所,北海道古宇郡泊村大字堀株村,1989-06-22,1,57.9,,,,,,,,,3,1982-04,1984-06-14,1984-08,,,,,,,,,,,,
fc06_55,43.037499998864,140.51155599321,北海道電力株式会社,泊原子力発電所,北海道古宇郡泊村大字堀株村,1991-04-12,2,57.9,,,,,,,,,3,1982-04,1984-06-14,1984-08,,,,,,,,,,,,
fc06_56,35.7524999997215,136.018167000051,日本原子力発電株式会社,敦賀原子力発電所,福井県敦賀市神明町,2014-03,3,153.8,,,,,,,,,5,,,,,,,,,,,,,,,
fc06_57,35.7524999997215,136.018167000051,日本原子力発電株式会社,敦賀原子力発電所,福井県敦賀市神明町,2015-03,4,153.8,,,,,,,,,5,,,,,,,,,,,,,,,
fc06_58,35.5387779937557,132.999750032995,中国電力株式会社,島根原子力発電所,島根県松江市鹿島町,2011-12,3,137.3,,,,,,,,,4,,,,,,,,,,,,,,,
fc06_59,34.6244169996943,138.142027999972,中部電力株式会社,浜岡原子力発電所,静岡県御前崎市佐倉5561,2005-01-18,5,138,,,,,,,,,4,1997-04,1998-12-25,1999-03,,,,,,,,,,,,
fc06_60,37.427332996266,141.028888981854,東京電力株式会社,福島第一原子力発電所,福島県双葉郡大熊町大字夫沢字北原22,2012-10,7,138,,,,,,,,,4,,,,,,,,,,,,,,,
fc06_61,37.427332996266,141.028888981854,東京電力株式会社,福島第一原子力発電所,福島県双葉郡大熊町大字夫沢字北原22,2013-10,8,138,,,,,,,,,4,,,,,,,,,,,,,,,
fc06_62,43.037499998864,140.51155599321,北海道電力株式会社,泊原子力発電所,北海道古宇郡泊村大字堀株村,2009-12,3,91.2,,,,,,,,,3,,,,,,,,,,,,,,,
fc06_63,37.513589603853,141.033883620679,東北電力株式会社,浪江・小高原子力発電所,福島県双葉郡浪江町大字棚塩外,2017,1,82.5,,,,,,,,,2,,,,,,,,,,,,,,,
fc06_64,41.188175796284,141.390430985289,東北電力株式会社,東通原子力発電所,青森県下北郡東通村大字白糠字前坂下34-4,2005-12-08,1,110,,,,,,,,,2,1996-07,1998-08-31,1998-12,,,,,,,,,,,,
fc06_65,41.188175796284,141.390430985289,東北電力株式会社,東通原子力発電所,青森県下北郡東通村大字白糠字前坂下34-4,2017,2,138.5,,,,,,,,,4,,,,,,,,,,,,,,,
fc06_66,41.2244948673685,141.402618653579,東京電力株式会社,東通原子力発電所,青森県下北郡東通村大字小田野沢,2014,1,138.5,,,,,,,,,4,,,,,,,,,,,,,,,
fc06_67,41.2244948673685,141.402618653579,東京電力株式会社,東通原子力発電所,青森県下北郡東通村大字小田野沢,2016,2,138.5,,,,,,,,,4,,,,,,,,,,,,,,,
fc06_68,41.5171220621184,140.905003548986,電源開発株式会社,大間原子力発電所,青森県下北郡大間町,2012-03,1,138.3,,,,,,,,,4,,,,,,,,,,,,,,,
fc08_1,31.9877103767167,130.494479376932,電源開発株式会社,川内川第一水力発電所,鹿児島県薩摩郡さつま町鶴田,1965-02,,,,,,,,,,,,,,,川内川,120000,1,,,,,,,,,
fc08_2,31.9193503379163,131.133880724324,九州電力株式会社,大淀川第一水力発電所,宮崎県都城市高崎町笛水,1926-01,,,,,,,,,,,,,,,大淀川,55500,1,,,,,,,,,
fc08_3,31.9368444485482,131.248572500507,九州電力株式会社,大淀川第二水力発電所,宮崎県宮崎市高岡町浦之名,1932-03,,,,,,,,,,,,,,,大淀川,71300,3,,,,,,,,,
fc08_4,32.195295565416,131.322984356501,九州電力株式会社,一ツ瀬水力発電所,宮崎県西都市大字片内,1963-06,,,,,,,,,,,,,,,一ツ瀬川,180000,3,,,,,,,,,
fc08_5,32.4901251723089,131.243073540588,九州電力株式会社,岩屋戸水力発電所,宮崎県東臼杵郡椎葉村大字松尾,1942-01,,,,,,,,,,,,,,,耳川,51100,3,,,,,,,,,
fc08_6,32.4749570168733,131.173491961157,九州電力株式会社,上椎葉水力発電所,宮崎県東臼杵郡椎葉村大字下福良,1955-05,,,,,,,,,,,,,,,耳川,90000,3,,,,,,,,,
fc08_7,32.5100254054755,131.325671224615,九州電力株式会社,塚原水力発電所,宮崎県東臼杵郡諸塚村大字家代,1938-10,,,,,,,,,,,,,,,耳川,63100,3,,,,,,,,,
fc08_8,33.191806371424,130.995671197382,九州電力株式会社,松原水力発電所,大分県日田市天瀬町出口,1971-08,,,,,,,,,,,,,,,筑後川,50600,1,,,,,,,,,
fc08_9,33.3045609847752,130.885404074915,九州電力株式会社,柳又水力発電所,大分県日田市大字内河野,1973-06,,,,,,,,,,,,,,,筑後川,63800,3,,,,,,,,,
fc08_10,34.6788468647137,132.30296292191,中国電力株式会社,滝山川水力発電所,広島県山県郡北広島町細見,1959-01,,,,,,,,,,,,,,,太田川,51500,3,,,,,,,,,
fc08_11,33.5180635367053,134.139111636825,電源開発株式会社,二又水力発電所,高知県安芸郡北川村,1963-01,,,,,,,,,,,,,,,奈半利,72100,3,,,,,,,,,
